cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
SÃO JOSÉ DO JACUÍPE,BA,Nordeste,2929370,10784,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO JACURI,MG,Sudeste,3163508,6650,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO MANTIMENTO,MG,Sudeste,3163607,2787,0,0,0,0,1,Um,1,35.880875493362
SÃO JOSÉ DO NORTE,RS,Sul,4318507,27206,1,0,0,0,0,Um,1,3.67565978093068
SÃO JOSÉ DO OURO,RS,Sul,4318606,7117,0,0,3,0,1,Vários,4,56.2034565125755
SÃO JOSÉ DO PEIXE,PI,Nordeste,2210102,3689,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO PIAUÍ,PI,Nordeste,2210201,6602,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO POVO,MT,Centro-Oeste,5107297,3908,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO RIO CLARO,MT,Centro-Oeste,5107305,19728,1,0,0,0,1,Vários,2,10.1378751013788
SÃO JOSÉ DO RIO PARDO,SP,Sudeste,3549706,54734,2,1,2,0,0,Vários,5,9.13508970658092
SÃO JOSÉ DO RIO PRETO,SP,Sudeste,3549805,450657,4,3,8,0,5,Vários,20,4.43796501552178
SÃO JOSÉ DO SABUGI,PB,Nordeste,2514701,4145,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO SERIDÓ,RN,Nordeste,2412401,4643,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO SUL,RS,Sul,4318614,2298,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DO VALE DO RIO PRETO,RJ,Sudeste,3305158,21114,0,0,0,0,1,Um,1,4.73619399450601
SÃO JOSÉ DO XINGU,MT,Centro-Oeste,5107354,5416,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DOS AUSENTES,RS,Sul,4318622,3496,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DOS BASÍLIOS,MA,Nordeste,2111250,7484,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DOS CAMPOS,SP,Sudeste,3549904,703219,5,6,6,0,2,Vários,19,2.70186101342541
SÃO JOSÉ DOS CORDEIROS,PB,Nordeste,2514800,3711,0,0,0,0,0,Nenhum,0,0
SÃO JOSÉ DOS PINHAIS,PR,Sul,4125506,307530,5,2,1,0,0,Vários,8,2.60137222384808
SÃO JOSÉ DOS QUATRO MARCOS,MT,Centro-Oeste,5107107,18452,1,0,2,0,1,Vários,4,21.6778668978972
SÃO JOSÉ DOS RAMOS,PB,Nordeste,2514453,5969,0,0,0,0,0,Nenhum,0,0
SÃO JULIÃO,PI,Nordeste,2210300,6261,0,0,0,0,0,Nenhum,0,0
SÃO LEOPOLDO,RS,Sul,4318705,230914,8,1,2,0,1,Vários,12,5.19673991182865
SÃO LOURENÇO,MG,Sudeste,3163706,45457,3,0,2,0,3,Vários,8,17.5990496513188
SÃO LOURENÇO DA MATA,PE,Nordeste,2613701,112099,0,0,1,0,0,Um,1,0.89206861791809
SÃO LOURENÇO DA SERRA,SP,Sudeste,3549953,15465,0,0,0,0,0,Nenhum,0,0
SÃO LOURENÇO DO OESTE,SC,Sul,4216909,23698,2,0,1,0,1,Vários,4,16.8790615241793
SÃO LOURENÇO DO PIAUÍ,PI,Nordeste,2210359,4501,0,0,0,0,0,Nenhum,0,0
SÃO LOURENÇO DO SUL,RS,Sul,4318804,44580,1,0,2,0,1,Vários,4,8.97263346792283
SÃO LUDGERO,SC,Sul,4217006,12934,2,0,0,0,1,Vários,3,23.1946806865625
SÃO LUÍS,MA,Nordeste,2111300,1091868,13,10,18,0,16,Vários,57,5.22041125850378
SÃO LUÍS DE MONTES BELOS,GO,Centro-Oeste,5220108,33118,1,0,2,0,1,Vários,4,12.0780240352678
SÃO LUÍS DO CURU,CE,Nordeste,2312601,12849,0,0,0,0,0,Nenhum,0,0
SÃO LUÍS DO PARAITINGA,SP,Sudeste,3550001,10740,0,0,0,0,1,Um,1,9.31098696461825
SÃO LUIS DO PIAUÍ,PI,Nordeste,2210375,2602,0,0,0,0,0,Nenhum,0,0
SÃO LUÍS DO QUITUNDE,AL,Nordeste,2708501,34961,0,0,0,0,1,Um,1,2.86033008209147
SÃO LUÍS GONZAGA DO MARANHÃO,MA,Nordeste,2111409,18247,0,0,0,0,0,Nenhum,0,0
SÃO LUIZ,RR,Norte,1400605,7597,0,0,0,0,0,Nenhum,0,0
SÃO LUIZ DO NORTE,GO,Centro-Oeste,5220157,5071,0,0,0,0,0,Nenhum,0,0
SÃO LUIZ GONZAGA,RS,Sul,4318903,35057,2,0,5,0,1,Vários,8,22.8199788915195
SÃO MAMEDE,PB,Nordeste,2514909,7721,0,0,0,0,0,Nenhum,0,0
SÃO MANOEL DO PARANÁ,PR,Sul,4125555,2189,0,0,0,0,0,Nenhum,0,0
SÃO MANUEL,SP,Sudeste,3550100,40692,2,0,3,0,1,Vários,6,14.7449130050133
SÃO MARCOS,RS,Sul,4319000,21364,1,0,1,0,1,Vários,3,14.0423141733758
SÃO MARTINHO,RS,Sul,4319109,5779,0,0,0,0,1,Um,1,17.3040318394186
SÃO MARTINHO,SC,Sul,4217105,3210,0,0,0,0,1,Um,1,31.1526479750779
SÃO MARTINHO DA SERRA,RS,Sul,4319125,3309,0,0,0,0,0,Nenhum,0,0
SÃO MATEUS,ES,Sudeste,3204906,128449,3,0,6,0,2,Vários,11,8.56371011062756
SÃO MATEUS DO MARANHÃO,MA,Nordeste,2111508,40992,0,0,0,0,1,Um,1,2.43950039032006
SÃO MATEUS DO SUL,PR,Sul,4125605,45398,0,0,2,0,0,Um,2,4.40548041763954
SÃO MIGUEL,RN,Nordeste,2412500,23610,0,0,0,0,1,Um,1,4.23549343498518
SÃO MIGUEL ARCANJO,SP,Sudeste,3550209,32910,0,0,0,0,1,Um,1,3.03859009419629
SÃO MIGUEL DA BAIXA GRANDE,PI,Nordeste,2210383,2413,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DA BOA VISTA,SC,Sul,4217154,1848,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DAS MATAS,BA,Nordeste,2929404,12092,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DAS MISSÕES,RS,Sul,4319158,7754,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DE TAIPU,PB,Nordeste,2515005,7180,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DO ALEIXO,SE,Nordeste,2807006,3943,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DO ANTA,MG,Sudeste,3163805,7045,0,0,0,0,1,Um,1,14.194464158978
SÃO MIGUEL DO ARAGUAIA,GO,Centro-Oeste,5220207,22684,0,0,1,0,0,Um,1,4.40839358137895
SÃO MIGUEL DO FIDALGO,PI,Nordeste,2210391,2991,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DO GOSTOSO,RN,Nordeste,2412559,9606,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DO GUAMÁ,PA,Norte,1507607,57364,0,0,1,0,0,Um,1,1.74325360853497
SÃO MIGUEL DO GUAPORÉ,RO,Norte,1100320,24181,2,0,0,0,0,Um,2,8.2709565361234
SÃO MIGUEL DO IGUAÇU,PR,Sul,4125704,27461,3,0,2,0,0,Vários,5,18.2076399257128
SÃO MIGUEL DO OESTE,SC,Sul,4217204,39793,7,4,2,0,1,Vários,14,35.1820671977483
SÃO MIGUEL DO PASSA QUATRO,GO,Centro-Oeste,5220264,4037,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DO TAPUIO,PI,Nordeste,2210409,17395,0,0,1,0,0,Um,1,5.74877838459327
SÃO MIGUEL DO TOCANTINS,TO,Norte,1720200,11906,0,0,0,0,0,Nenhum,0,0
SÃO MIGUEL DOS CAMPOS,AL,Nordeste,2708600,61827,0,0,0,0,1,Um,1,1.61741633913986
SÃO MIGUEL DOS MILAGRES,AL,Nordeste,2708709,8022,0,0,0,0,0,Nenhum,0,0
SÃO NICOLAU,RS,Sul,4319208,5677,0,0,0,0,1,Um,1,17.614937466972
SÃO PATRÍCIO,GO,Centro-Oeste,5220280,2070,0,0,0,0,0,Nenhum,0,0
SÃO PAULO,SP,Sudeste,3550308,12106920,117,583,87,39,42,Vários,868,7.16945350262495
SÃO PAULO DAS MISSÕES,RS,Sul,4319307,6280,0,0,0,0,1,Um,1,15.9235668789809
SÃO PAULO DE OLIVENÇA,AM,Norte,1303908,38047,0,0,0,0,0,Nenhum,0,0
SÃO PAULO DO POTENGI,RN,Nordeste,2412609,17572,0,0,1,0,1,Vários,2,11.3817436831323
SÃO PEDRO,RN,Nordeste,2412708,6139,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO,SP,Sudeste,3550407,34898,5,1,1,0,1,Vários,8,22.9239497965499
SÃO PEDRO DA ÁGUA BRANCA,MA,Nordeste,2111532,12511,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DA ALDEIA,RJ,Sudeste,3305208,99906,2,0,1,0,0,Vários,3,3.0028226532941
SÃO PEDRO DA CIPA,MT,Centro-Oeste,5107404,4541,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DA SERRA,RS,Sul,4319356,3639,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DA UNIÃO,MG,Sudeste,3163904,4911,0,0,0,0,1,Um,1,20.3624516391774
SÃO PEDRO DAS MISSÕES,RS,Sul,4319364,1998,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DE ALCÂNTARA,SC,Sul,4217253,5602,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DO BUTIÁ,RS,Sul,4319372,2991,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DO IGUAÇU,PR,Sul,4125753,6286,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DO IVAÍ,PR,Sul,4125803,10928,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DO PARANÁ,PR,Sul,4125902,2443,0,0,0,0,1,Um,1,40.9332787556283
SÃO PEDRO DO PIAUÍ,PI,Nordeste,2210508,14056,0,0,1,0,0,Um,1,7.11439954467843
SÃO PEDRO DO SUAÇUÍ,MG,Sudeste,3164100,5494,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DO SUL,RS,Sul,4319406,16763,3,0,1,0,0,Vários,4,23.8620771938197
SÃO PEDRO DO TURVO,SP,Sudeste,3550506,7624,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DOS CRENTES,MA,Nordeste,2111573,4601,0,0,0,0,0,Nenhum,0,0
SÃO PEDRO DOS FERROS,MG,Sudeste,3164001,8181,0,0,0,0,1,Um,1,12.2234445666789
SÃO RAFAEL,RN,Nordeste,2412807,8343,0,0,0,0,0,Nenhum,0,0
SÃO RAIMUNDO DAS MANGABEIRAS,MA,Nordeste,2111607,18680,0,0,0,0,0,Nenhum,0,0
SÃO RAIMUNDO DO DOCA BEZERRA,MA,Nordeste,2111631,4946,0,0,0,0,0,Nenhum,0,0
SÃO RAIMUNDO NONATO,PI,Nordeste,2210607,34109,0,0,2,0,1,Vários,3,8.79533261016154
SÃO ROBERTO,MA,Nordeste,2111672,6704,0,0,0,0,0,Nenhum,0,0
SÃO ROMÃO,MG,Sudeste,3164209,11892,0,0,0,0,0,Nenhum,0,0
SÃO ROQUE,SP,Sudeste,3550605,88473,2,1,0,0,1,Vários,4,4.52115334621862
SÃO ROQUE DE MINAS,MG,Sudeste,3164308,7092,0,0,1,0,1,Vários,2,28.2007896221094
SÃO ROQUE DO CANAÃ,ES,Sudeste,3204955,12579,0,0,0,0,1,Um,1,7.94975753239526
SÃO SALVADOR DO TOCANTINS,TO,Norte,1720259,3084,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO,AL,Nordeste,2708808,34551,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO,SP,Sudeste,3550704,85538,2,0,2,0,0,Vários,4,4.67628422455517
SÃO SEBASTIÃO DA AMOREIRA,PR,Sul,4126009,8985,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DA BELA VISTA,MG,Sudeste,3164407,5438,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DA BOA VISTA,PA,Norte,1507706,25904,0,0,1,0,1,Vários,2,7.72081531809759
SÃO SEBASTIÃO DA GRAMA,SP,Sudeste,3550803,12317,0,0,0,0,1,Um,1,8.11886011204027
SÃO SEBASTIÃO DA VARGEM ALEGRE,MG,Sudeste,3164431,3006,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,Nordeste,2515104,11845,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO ALTO,RJ,Sudeste,3305307,9094,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO ANTA,MG,Sudeste,3164472,6419,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO CAÍ,RS,Sul,4319505,24967,2,0,0,0,0,Um,2,8.01057395762406
SÃO SEBASTIÃO DO MARANHÃO,MG,Sudeste,3164506,10511,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO OESTE,MG,Sudeste,3164605,6589,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO PARAÍSO,MG,Sudeste,3164704,70533,1,0,4,0,4,Vários,9,12.7599846880184
SÃO SEBASTIÃO DO PASSÉ,BA,Nordeste,2929503,45827,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO RIO PRETO,MG,Sudeste,3164803,1582,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO RIO VERDE,MG,Sudeste,3164902,2249,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO TOCANTINS,TO,Norte,1720309,4749,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO UATUMÃ,AM,Norte,1303957,13421,0,0,0,0,0,Nenhum,0,0
SÃO SEBASTIÃO DO UMBUZEIRO,PB,Nordeste,2515203,3496,0,0,0,0,0,Nenhum,0,0
SÃO SEPÉ,RS,Sul,4319604,24403,3,0,1,0,0,Vários,4,16.3914272835307
SÃO SIMÃO,GO,Centro-Oeste,5220405,19697,2,0,0,0,1,Vários,3,15.2307457988526
SÃO SIMÃO,SP,Sudeste,3550902,15225,0,0,0,0,0,Nenhum,0,0
SÃO THOMÉ DAS LETRAS,MG,Sudeste,3165206,7106,0,0,0,0,1,Um,1,14.0726146918097
SÃO TIAGO,MG,Sudeste,3165008,11073,0,0,0,0,1,Um,1,9.03097624853247
SÃO TOMÁS DE AQUINO,MG,Sudeste,3165107,7222,0,0,1,0,0,Um,1,13.846579894766
SÃO TOMÉ,PR,Sul,4126108,5715,0,0,0,0,0,Nenhum,0,0
SÃO TOMÉ,RN,Nordeste,2412906,11223,0,0,0,0,0,Nenhum,0,0
SÃO VALENTIM,RS,Sul,4319703,3581,0,0,0,0,0,Nenhum,0,0
SÃO VALENTIM DO SUL,RS,Sul,4319711,2265,0,0,0,0,1,Um,1,44.1501103752759
SÃO VALÉRIO,TO,Norte,1720499,4111,0,0,0,0,1,Um,1,24.3249817562637
SÃO VALÉRIO DO SUL,RS,Sul,4319737,2760,0,0,0,0,0,Nenhum,0,0
SÃO VENDELINO,RS,Sul,4319752,2154,0,0,0,0,0,Nenhum,0,0
SÃO VICENTE,RN,Nordeste,2413003,6469,0,0,0,0,0,Nenhum,0,0
SÃO VICENTE,SP,Sudeste,3551009,360380,4,0,3,0,1,Vários,8,2.2198790165936
SÃO VICENTE DE MINAS,MG,Sudeste,3165305,7672,0,0,0,0,0,Nenhum,0,0
SÃO VICENTE DO SERIDÓ,PB,Nordeste,2515401,11084,0,0,0,0,0,Nenhum,0,0
SÃO VICENTE DO SUL,RS,Sul,4319802,8817,0,0,1,0,1,Vários,2,22.6834524214585
SÃO VICENTE FERRER,MA,Nordeste,2111706,20913,0,0,0,0,0,Nenhum,0,0
SÃO VICENTE FERRER,PE,Nordeste,2613800,17904,0,0,0,0,0,Nenhum,0,0
SAPÉ,PB,Nordeste,2515302,52697,0,0,0,0,0,Nenhum,0,0
SAPEAÇU,BA,Nordeste,2929602,18114,0,0,0,0,0,Nenhum,0,0
SAPEZAL,MT,Centro-Oeste,5107875,24305,1,0,0,0,0,Um,1,4.11437975725159
SAPIRANGA,RS,Sul,4319901,80311,5,0,0,0,0,Um,5,6.22579721333317
SAPOPEMA,PR,Sul,4126207,6905,0,0,0,0,0,Nenhum,0,0
SAPUCAÍ-MIRIM,MG,Sudeste,3165404,6850,0,0,0,0,0,Nenhum,0,0
SAPUCAIA,PA,Norte,1507755,5766,0,0,0,0,0,Nenhum,0,0
SAPUCAIA,RJ,Sudeste,3305406,17765,2,0,0,0,1,Vários,3,16.8871376301717
SAPUCAIA DO SUL,RS,Sul,4320008,139476,3,0,0,0,0,Um,3,2.15090768304224
SAQUAREMA,RJ,Sudeste,3305505,85175,4,0,1,0,1,Vários,6,7.0443205165835
SARANDI,PR,Sul,4126256,94181,1,0,1,0,0,Vários,2,2.12357057155902
SARANDI,RS,Sul,4320107,23398,1,0,3,0,1,Vários,5,21.3693478075049
SARAPUÍ,SP,Sudeste,3551108,10034,0,0,0,0,0,Nenhum,0,0
SARDOÁ,MG,Sudeste,3165503,6198,0,0,0,0,0,Nenhum,0,0
SARUTAIÁ,SP,Sudeste,3551207,3681,0,0,0,0,1,Um,1,27.1665308340125
SARZEDO,MG,Sudeste,3165537,31037,0,0,0,0,0,Nenhum,0,0
SÁTIRO DIAS,BA,Nordeste,2929701,20429,0,0,0,0,0,Nenhum,0,0
SATUBA,AL,Nordeste,2708907,13949,0,0,0,0,0,Nenhum,0,0
SATUBINHA,MA,Nordeste,2111722,13949,0,0,0,0,0,Nenhum,0,0
SAUBARA,BA,Nordeste,2929750,12380,0,0,0,0,0,Nenhum,0,0
SAUDADE DO IGUAÇU,PR,Sul,4126272,5448,0,0,0,0,0,Nenhum,0,0
SAUDADES,SC,Sul,4217303,9664,1,0,1,0,1,Vários,3,31.0430463576159
SAÚDE,BA,Nordeste,2929800,13385,0,0,1,0,0,Um,1,7.47104968248039
SCHROEDER,SC,Sul,4217402,20095,1,0,0,0,0,Um,1,4.97636227917392
SEABRA,BA,Nordeste,2929909,45568,0,0,2,0,1,Vários,3,6.58356741573034
SEARA,SC,Sul,4217501,17526,2,2,1,0,1,Vários,6,34.2348510783978
SEBASTIANÓPOLIS DO SUL,SP,Sudeste,3551306,3411,0,0,0,0,0,Nenhum,0,0
SEBASTIÃO BARROS,PI,Nordeste,2210623,3421,0,0,0,0,0,Nenhum,0,0
SEBASTIÃO LARANJEIRAS,BA,Nordeste,2930006,11696,0,0,0,0,0,Nenhum,0,0
SEBASTIÃO LEAL,PI,Nordeste,2210631,4224,0,0,0,0,0,Nenhum,0,0
SEBERI,RS,Sul,4320206,11144,0,0,2,0,1,Vários,3,26.9203158650395
SEDE NOVA,RS,Sul,4320230,3050,0,0,0,0,0,Nenhum,0,0
SEGREDO,RS,Sul,4320263,7428,0,0,0,0,0,Nenhum,0,0
SELBACH,RS,Sul,4320305,5152,0,0,0,0,0,Nenhum,0,0
SELVÍRIA,MS,Centro-Oeste,5007802,6482,0,0,0,0,0,Nenhum,0,0
SEM-PEIXE,MG,Sudeste,3165560,2776,0,0,0,0,0,Nenhum,0,0
SENA MADUREIRA,AC,Norte,1200500,43139,0,0,0,0,0,Nenhum,0,0
SENADOR ALEXANDRE COSTA,MA,Nordeste,2111748,11042,0,0,0,0,0,Nenhum,0,0
SENADOR AMARAL,MG,Sudeste,3165578,5439,0,0,0,0,1,Um,1,18.385732671447
SENADOR CANEDO,GO,Centro-Oeste,5220454,105459,5,1,0,0,1,Vários,7,6.63765065096388
SENADOR CORTES,MG,Sudeste,3165602,2049,0,0,0,0,1,Um,1,48.8042947779405
SENADOR ELÓI DE SOUZA,RN,Nordeste,2413102,6188,0,0,0,0,0,Nenhum,0,0
SENADOR FIRMINO,MG,Sudeste,3165701,7792,0,0,0,0,1,Um,1,12.8336755646817
SENADOR GEORGINO AVELINO,RN,Nordeste,2413201,4423,0,0,0,0,0,Nenhum,0,0
SENADOR GUIOMARD,AC,Norte,1200450,21552,0,0,1,0,1,Vários,2,9.27988121752042
SENADOR JOSÉ BENTO,MG,Sudeste,3165800,1672,0,0,0,0,1,Um,1,59.8086124401914
SENADOR JOSÉ PORFÍRIO,PA,Norte,1507805,11357,0,0,0,0,0,Nenhum,0,0
SENADOR LA ROCQUE,MA,Nordeste,2111763,13877,0,0,0,0,0,Nenhum,0,0
SENADOR MODESTINO GONÇALVES,MG,Sudeste,3165909,4410,0,0,0,0,0,Nenhum,0,0
SENADOR POMPEU,CE,Nordeste,2312700,26447,0,0,3,0,0,Um,3,11.3434416001815
SENADOR RUI PALMEIRA,AL,Nordeste,2708956,14036,0,0,0,0,0,Nenhum,0,0
SENADOR SÁ,CE,Nordeste,2312809,7513,0,0,0,0,0,Nenhum,0,0
SENADOR SALGADO FILHO,RS,Sul,4320321,2880,0,0,0,0,0,Nenhum,0,0
SENGÉS,PR,Sul,4126306,19443,0,0,0,0,1,Um,1,5.14323921205575
SENHOR DO BONFIM,BA,Nordeste,2930105,81218,0,0,2,0,0,Um,2,2.46250831096555
SENHORA DE OLIVEIRA,MG,Sudeste,3166006,5892,0,0,0,0,1,Um,1,16.9721656483367
SENHORA DO PORTO,MG,Sudeste,3166105,3602,0,0,0,0,1,Um,1,27.7623542476402
SENHORA DOS REMÉDIOS,MG,Sudeste,3166204,10622,0,0,0,0,1,Um,1,9.41442289587648
SENTINELA DO SUL,RS,Sul,4320354,5528,0,0,0,0,0,Nenhum,0,0
SENTO SÉ,BA,Nordeste,2930204,41891,0,0,0,0,0,Nenhum,0,0
SERAFINA CORRÊA,RS,Sul,4320404,16184,1,0,2,0,1,Vários,4,24.7157686604053
SERICITA,MG,Sudeste,3166303,7434,0,0,0,0,0,Nenhum,0,0
SERINGUEIRAS,RO,Norte,1101500,12653,0,0,0,0,0,Nenhum,0,0
SÉRIO,RS,Sul,4320453,2198,0,0,0,0,0,Nenhum,0,0
SERITINGA,MG,Sudeste,3166402,1874,0,0,0,0,0,Nenhum,0,0
SEROPÉDICA,RJ,Sudeste,3305554,84416,2,1,0,0,0,Vários,3,3.5538286580743
SERRA,ES,Sudeste,3205002,502618,2,1,0,0,1,Vários,4,0.795833018316097
SERRA ALTA,SC,Sul,4217550,3301,0,0,0,0,0,Nenhum,0,0
SERRA AZUL,SP,Sudeste,3551405,13810,0,0,0,0,0,Nenhum,0,0
SERRA AZUL DE MINAS,MG,Sudeste,3166501,4372,0,0,0,0,1,Um,1,22.8728270814273
SERRA BRANCA,PB,Nordeste,2515500,13707,0,0,2,0,1,Vários,3,21.8866272707376
SERRA CAIADA,RN,Nordeste,2410306,10099,0,0,0,0,0,Nenhum,0,0
SERRA DA RAIZ,PB,Nordeste,2515609,3121,0,0,0,0,0,Nenhum,0,0
SERRA DA SAUDADE,MG,Sudeste,3166600,812,0,0,0,0,0,Nenhum,0,0
SERRA DE SÃO BENTO,RN,Nordeste,2413300,5870,0,0,0,0,0,Nenhum,0,0
SERRA DO MEL,RN,Nordeste,2413359,11838,0,0,0,0,0,Nenhum,0,0
SERRA DO NAVIO,AP,Norte,1600055,5111,0,0,0,0,0,Nenhum,0,0
SERRA DO RAMALHO,BA,Nordeste,2930154,32991,0,0,1,0,0,Um,1,3.03112970203995
SERRA DO SALITRE,MG,Sudeste,3166808,11491,0,0,0,0,0,Nenhum,0,0
SERRA DOS AIMORÉS,MG,Sudeste,3166709,8809,0,0,0,0,1,Um,1,11.3520263367011
SERRA DOURADA,BA,Nordeste,2930303,18320,0,0,0,0,0,Nenhum,0,0
SERRA GRANDE,PB,Nordeste,2515708,3100,0,0,0,0,1,Um,1,32.258064516129
SERRA NEGRA,SP,Sudeste,3551603,28742,1,0,1,0,1,Vários,3,10.4376870085589
SERRA NEGRA DO NORTE,RN,Nordeste,2413409,8175,0,0,0,0,1,Um,1,12.2324159021407
SERRA NOVA DOURADA,MT,Centro-Oeste,5107883,1575,0,0,0,0,0,Nenhum,0,0
SERRA PRETA,BA,Nordeste,2930402,16036,0,0,0,0,0,Nenhum,0,0
SERRA REDONDA,PB,Nordeste,2515807,7020,0,0,0,0,0,Nenhum,0,0
SERRA TALHADA,PE,Nordeste,2613909,85568,1,0,3,0,1,Vários,5,5.84330590875093
SERRANA,SP,Sudeste,3551504,43790,0,0,2,0,0,Um,2,4.56725279744234
SERRANIA,MG,Sudeste,3166907,7812,0,0,0,0,0,Nenhum,0,0
SERRANO DO MARANHÃO,MA,Nordeste,2111789,11040,0,0,0,0,0,Nenhum,0,0
SERRANÓPOLIS,GO,Centro-Oeste,5220504,8323,0,0,0,0,1,Um,1,12.0148984741079
SERRANÓPOLIS DE MINAS,MG,Sudeste,3166956,4769,0,0,0,0,0,Nenhum,0,0
SERRANÓPOLIS DO IGUAÇU,PR,Sul,4126355,4637,0,0,0,0,0,Nenhum,0,0
SERRANOS,MG,Sudeste,3167004,2023,0,0,0,0,1,Um,1,49.4315373208107
SERRARIA,PB,Nordeste,2515906,6093,0,0,0,0,0,Nenhum,0,0
SERRINHA,BA,Nordeste,2930501,83088,0,0,3,0,0,Um,3,3.6106296938186
SERRINHA,RN,Nordeste,2413508,6422,0,0,0,0,1,Um,1,15.5714730613516
SERRINHA DOS PINTOS,RN,Nordeste,2413557,4841,0,0,0,0,0,Nenhum,0,0
SERRITA,PE,Nordeste,2614006,19080,0,0,0,0,0,Nenhum,0,0
SERRO,MG,Sudeste,3167103,21435,0,0,0,0,1,Um,1,4.6652670865407
SERROLÂNDIA,BA,Nordeste,2930600,13832,0,0,0,0,1,Um,1,7.22961249277039
SERTANEJA,PR,Sul,4126405,5633,0,0,0,0,0,Nenhum,0,0
SERTÂNIA,PE,Nordeste,2614105,35670,0,1,1,0,1,Vários,3,8.41042893187553
SERTANÓPOLIS,PR,Sul,4126504,16485,1,0,0,0,1,Vários,2,12.1322414316045
SERTÃO,RS,Sul,4320503,6065,0,0,0,0,1,Um,1,16.4880461665293
SERTÃO SANTANA,RS,Sul,4320552,6317,0,0,0,0,0,Nenhum,0,0
SERTÃOZINHO,PB,Nordeste,2515930,5044,0,0,0,0,0,Nenhum,0,0
SERTÃOZINHO,SP,Sudeste,3551702,122643,0,0,2,0,3,Vários,5,4.07687352722944
SETE BARRAS,SP,Sudeste,3551801,13053,0,0,0,0,0,Nenhum,0,0
SETE DE SETEMBRO,RS,Sul,4320578,2114,0,0,0,0,0,Nenhum,0,0
SETE LAGOAS,MG,Sudeste,3167202,236228,10,3,4,0,1,Vários,18,7.61975718373774
SETE QUEDAS,MS,Centro-Oeste,5007703,10790,0,0,1,0,1,Vários,2,18.5356811862836
SETUBINHA,MG,Sudeste,3165552,12060,0,0,0,0,0,Nenhum,0,0
SEVERIANO DE ALMEIDA,RS,Sul,4320602,3868,0,0,0,0,1,Um,1,25.8531540847983
SEVERIANO MELO,RN,Nordeste,2413607,3150,0,0,0,0,0,Nenhum,0,0
SEVERÍNIA,SP,Sudeste,3551900,17115,2,0,0,0,0,Um,2,11.685655857435
SIDERÓPOLIS,SC,Sul,4217600,13870,0,0,2,0,1,Vários,3,21.6294160057678
SIDROLÂNDIA,MS,Centro-Oeste,5007901,54575,1,0,1,0,0,Vários,2,3.66468163078333
SIGEFREDO PACHECO,PI,Nordeste,2210656,9880,0,0,0,0,0,Nenhum,0,0
SILVA JARDIM,RJ,Sudeste,3305604,21253,1,0,0,0,1,Vários,2,9.41043617371665
